tweet,channel,apple,tesla,google,meta,input_ids,attention_mask,sentiment
"A digitally ""immersive"" future is coming, says Roblox CEO David Baszucki in an exclusive post-earnings interview.  He tells @emilychangtv why he wants people to understand the metaverse ""is just a continuation of communication technology""  https://t.co/6cMcTLjgdZ  https://t.co/tEcCVufn3v",bloomberg,0,0,0,0,"[    0   250 25318    22 13255 45809   113   499    16   567     6   161
  3005   462  4325  1324   871  7093   329  5858   118    11    41  5451
   618    12  4352  9523  1194     4  1437    91  3026   787   991  5846
   611  1097 18724   596    37  1072    82     7  1346     5 32820 15189
    22   354    95    10 18719     9  4358   806   113  1437  1205   640
    90     4   876    73   401   438 13564 22290   267 27122  1301  1437
  1205   640    90     4   876    73    90 44220 35433  2951   282   246
   705     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1]",1
"""YouTube Shorts has become the garbage hole of hell. I don't want my kids watching garbage hole content.""  Gerber Kawasaki’s Ross Gerber speaks to @emilychangtv about the future of streaming, Disney earnings and more  https://t.co/fGqbZhInba  https://t.co/h3zcvmnWTd",bloomberg,0,0,0,0,"[    0   113 36169   840  8807    34   555     5 11671  4683     9  7105
     4    38   218    75   236   127  1159  2494 11671  4683  1383    72
  1437  7965  1943 13694 25280    17    27    29  4012  7965  1943  4922
     7   787   991  5846   611  1097 18724    59     5   499     9  5230
     6  4672  1107     8    55  1437  1205   640    90     4   876    73
   506   534  1343   428  1301   298  1121  3178  1437  1205   640    90
     4   876    73   298   246   329 38635 17673 25982   417     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1]",0
"This is ""harassment"" says David Sacks to @emilychangtv, as he holds up a subpoena from Twitter's lawyers for the Musk trial  https://t.co/SQfCwbWyKj  https://t.co/TWpkA11pEQ",bloomberg,0,0,0,0,"[    0   713    16    22  4759 34145   113   161   871   208  3400     7
   787   991  5846   611  1097 18724     6    25    37  3106    62    10
 22419    31   599    18  3969    13     5  7315  1500  1437  1205   640
    90     4   876    73   104  1864   506   347 41161   771   219   530
   267  1437  1205   640    90     4   876    73 29334   642   330   250
  1225   642   717  1864     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",0
Launching soon: Our newsletter on the music and podcasting worlds.  Subscribe to Ashley Carman's Soundbite  https://t.co/wXMMJy6uex  https://t.co/2bzsmtFQJ3,bloomberg,0,0,0,0,"[    0 47216  7968  1010    35  1541  3476    15     5   930     8  8591
   154 14490     4  1437  9907     7  7558  1653   397    18  8479 33996
  1437  1205   640    90     4   876    73   605  1000 16261   863   219
   401  1780  1178  1437  1205   640    90     4   876    73   176   428
   329  9426    90   597  1864   863   246     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
"Floods, droughts and food-supply snafus are making China more wary of wind and solar developments that eat up farmland (via @climate)   https://t.co/Ss7R6lSWlt",bloomberg,0,0,0,0,"[    0 16197  5715    29     6   385 10344  1872     8   689    12 16714
   352  4543  2001   687    32   442   436    55 13441     9  2508     8
  4118  5126 50141  6025  3529 50141   658 27081    36 11409   787 36695
    43  1437  1437  1205   640    90     4   876    73   104    29   406
   500   401   462 11871  7984     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",0
Lenders who helped provide a $350 million leveraged loan to Avaya Holdings in June are working with advisers to explore their options after the company’s poor earnings and internal probes  https://t.co/LbnxUJghFb,bloomberg,0,0,0,0,"[    0   574 13563    54  1147   694    10    68 10056   153 15178  4628
  2541     7  5080  5210  4357    11   502    32   447    19  9273     7
  5393    49  1735    71     5   138    17    27    29  2129  1107     8
  3425 25067  1437  1205   640    90     4   876    73   574  6316  1178
   791   863  4147   597   428     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",0
Scientists say they've uncovered the strongest evidence yet that the continents were formed by giant meteorite impacts during the first billion years of Earth's existence  https://t.co/DvTTIgKlFS,bloomberg,0,0,0,0,"[    0 40816   224    51   348 13526     5  8260  1283   648    14     5
 27382    58  4829    30  3065 12505  1459  7342   148     5    78   325
   107     9  3875    18  8066  1437  1205   640    90     4   876    73
   495   705 14543   100   571   530   462  7881     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1]",1
"Big Oil executives have been quick to applaud parts of the $437 billion climate bill that Congress is poised to pass this week.  Their enthusiasm isn't shared by some smaller producers, which pump the vast majority of the crude and gas produced in the US   https://t.co/ATRMWD8l2S",bloomberg,0,0,0,0,"[    0 12583  4541  4585    33    57  2119     7 19477  1667     9     5
    68 38999   325  2147  1087    14  1148    16 10137     7  1323    42
   186     4  1437  2667 11240   965    75  1373    30   103  2735  4426
     6    61  9296     5  4714  1647     9     5  2976     8  1123  2622
    11     5   382  1437  1437  1205   640    90     4   876    73  2571
   500 19454   495   398   462   176   104     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
Speed governor devices could help protect road users from motorists who defy posted limits.  Why won't US regulators demand them? (via @citylab)  https://t.co/Qd0ILHEVSH,bloomberg,0,0,0,0,"[    0 35295  2318  2110   115   244  1744   921  1434    31 12100    54
 29160  1278  4971     4  1437  2612   351    75   382  5904  1077   106
   116    36 11409   787 14853 31479    43  1437  1205   640    90     4
   876    73  1864   417   288  3063 17779   846 10237     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1]",1
"Bank of America plans to start fresh talks with investors next week to sell parts of a $15 billion debt financing for the buyout of Citrix Systems, the biggest deal in the pipeline and a bellwether for debt markets  https://t.co/5EbEFWKTXz",bloomberg,0,0,0,0,"[    0 13532     9   730   708     7   386  2310  1431    19   867   220
   186     7  1331  1667     9    10    68   996   325  1126  5200    13
     5   907   995     9  7801 15072  5778     6     5   934   432    11
     5  4116     8    10 10342   605 17517    13  1126  1048  1437  1205
   640    90     4   876    73   245   717   428   717 18514   530 30200
   329     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
Is Tesla worth a lot or basically zero? Elon Musk is selling more shares before the answer is clear  https://t.co/q3IWGsPWHY,bloomberg,0,1,0,0,"[    0  6209  4919   966    10   319    50  5072  4276   116 15104  7315
    16  2183    55   327   137     5  1948    16   699  1437  1205   640
    90     4   876    73  1343   246   100   771 28393   510 26369   975
     2]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],1
"Samsung unveils the latest generation of its foldable devices, keeping prices steady despite surging costs of materials and shipping  https://t.co/mq1Pcf2VIW",bloomberg,0,0,0,0,"[    0 35932 36685  5290     5   665  2706     9    63 14789   868  2110
     6  2396   850  5204  1135 18856  1042     9  3183     8  6738  1437
  1205   640    90     4   876    73   119  1343   134   510 19911   176
 15176   771     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1]",1
"Ireland's power grid is warning about tight electricity supplies for a second day, raising the risk of power cuts as concerns mount over energy shortages this winter  https://t.co/mwKfYry6IX",bloomberg,0,0,0,0,"[    0 26737    18   476  7961    16  2892    59  3229  4382  4217    13
    10   200   183     6  3282     5   810     9   476  2599    25  1379
 14206    81  1007 12737    42  2608  1437  1205   640    90     4   876
    73   119   605   530   506   975  1506   401  9482     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1]",0
"Natural gas overtakes nuclear as the biggest source of power in Europe in July, highlighting the challenge of replacing the fuel ahead of winter when supply will get more scarce  https://t.co/cRNt9pbbBN",bloomberg,0,0,0,0,"[    0 42968  1123 12836  5556  1748    25     5   934  1300     9   476
    11  1005    11   550     6 12335     5  1539     9  8119     5  2423
   789     9  2608    77  1787    40   120    55 23581  1437  1205   640
    90     4   876    73   438 39151    90   466   642 14141 15048     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1]",0
Several energy companies have already adopted an unorthodox interpretation of EPA rules to slash their reported methane emissions (via @climate)  https://t.co/igSdCTbBnh,bloomberg,0,0,0,0,"[    0 29182  1007   451    33   416  5091    41 35956 13794     9  6865
  1492     7 18304    49   431 25139  5035    36 11409   787 36695    43
  1437  1205   640    90     4   876    73  1023   104   417  7164   428
   387   282   298     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1]",1
"Hon Hai Precision, the maker of most of the world’s iPhones, posts a profit that beat estimates as demand for its cloud products helped it weather supply-chain snarls and sluggish smartphone demand  https://t.co/ux7zHCf0YL",bloomberg,0,0,0,0,"[    0 35846 22972 29484     6     5  4403     9   144     9     5   232
    17    27    29 14825     6  4570    10  1963    14  1451  2785    25
  1077    13    63  3613   785  1147    24  1650  1787    12 26149  4543
 11278    29     8 16642  4368  1077  1437  1205   640    90     4   876
    73  7073   406   329 13459   506   288 41786     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",2
"SoftBank expects to post a $34.1 billion gain from settling forward contracts for Alibaba stock, a far larger windfall than previously reported  https://t.co/JxmQnGdd4B",bloomberg,0,0,0,0,"[    0 38805 13532  3352     7   618    10    68  3079     4   134   325
  2364    31 15433   556  3749    13 13672   388     6    10   444  2514
  2508  7349    87  1433   431  1437  1205   640    90     4   876    73
   863  1178   119  1864   282   534 16134   306   387     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1]",2
The Tencent-backed Chinese health information provider has had at least five of its social media accounts frozen by what appears to be government censors  https://t.co/NoSzHzpDV9,bloomberg,0,0,0,0,"[    0   133  4527  6342    12  6996  1111   474   335  3696    34    56
    23   513   292     9    63   592   433  2349  9214    30    99  2092
     7    28   168 26489   994  1437  1205   640    90     4   876    73
  3084   104   329 37825   642   495   846   466     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1]",0
Nigeria has shown the most interest in cryptocurrencies compared to any other country since the digital assets began to decline in April  https://t.co/ievG7IE767,bloomberg,0,0,0,0,"[    0   487  1023  6971    34  2343     5   144   773    11 13631  1118
     7   143    97   247   187     5  1778  1781   880     7  2991    11
   587  1437  1205   640    90     4   876    73 18421   534   406  7720
 38504     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1]",1
Deliveroo reports earnings that beat analysts’ estimates after the company said it would tighten its marketing budget and cut costs  https://t.co/2mtCuEdyY1,bloomberg,0,0,0,0,"[    0 21502  8538  3036   690  1107    14  1451  1066    17    27  2785
    71     5   138    26    24    74 16888    63  2474  1229     8   847
  1042  1437  1205   640    90     4   876    73   176 16100 37454  5404
   219   975   134     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1]",2
Flying taxi company Joby has increased the size of its contract with the US Defense Department to as much as $75 million  https://t.co/AMrhc96tFo,bloomberg,0,0,0,0,"[    0 45499  9955   138 13576   219    34  1130     5  1836     9    63
  1355    19     5   382  4545   641     7    25   203    25    68  2545
   153  1437  1205   640    90     4   876    73  2620 20378   438  5607
    90   597   139     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1]",1
"Dana, one of Indonesia’s biggest digital wallet providers, raises $250 million to expand in its home country  https://t.co/qvgX6vS08V",bloomberg,0,0,0,0,"[    0   495  1113     6    65     9  5722    17    27    29   934  1778
 14952  4898     6  7700    68  5714   153     7  3003    11    63   184
   247  1437  1205   640    90     4   876    73 22638   571  1000   401
   705   104  3669   846     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1]",1
Kohlberg &amp; Co. is acquiring 50% of United States Infrastructure Corp. from investment firm Partners Group in a deal valuing the utility location service provider at $4.1 billion including debt  https://t.co/hh62s1rsDF,bloomberg,0,0,0,0,"[    0   530 24466  2865   359  3914   131   944     4    16  6819   654
   207     9   315   532 13469  1913     4    31   915   933  4598   826
    11    10   432  7398 12448     5  6041  2259   544  3696    23    68
   306     4   134   325   217  1126  1437  1205   640    90     4   876
    73 36646  5379    29   134  4926  9380     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
The FBI search at Mar-A-Lago has triggered a wave of violent rhetoric on social media  https://t.co/xUI7GHGGG8,bloomberg,0,0,0,0,"[    0   133  2448  1707    23  1127    12   250    12 26040    34  7544
    10  4605     9  4153  8770    15   592   433  1437  1205   640    90
     4   876    73  1178 18157   406 17201 24592   534   398     2]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],0
"The warrant didn’t mention abortion, but it was related to a series of alleged felonies including illegal burial of a stillborn baby  https://t.co/3dUaXVu3ct",bloomberg,0,0,0,0,"[    0   133  5321   399    17    27    90  4521  6428     6    53    24
    21  1330     7    10   651     9  1697 14383 17130   217  2439 17353
     9    10   202  5400  1928  1437  1205   640    90     4   876    73
   246   417   791   102  1000   846   257   246  3894     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1]",0
"CleverTap, a software platform that helps e-commerce and consumer firms communicate with their customers, raised $105 million in a round led by the Caisse de Depot et Placement du Quebec  https://t.co/AoZTnWm72F",bloomberg,0,0,0,0,"[    0 39390  2802 45129     6    10  2257  1761    14  2607   364    12
  8342     8  2267  2566  8469    19    49   916     6  1179    68 15274
   153    11    10  1062   669    30     5  8316  8035   263 16352  4400
  3037 23423  4279  7534  1437  1205   640    90     4   876    73   250
   139  1301   565   282   771   119  4956   597     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
"""We got a little too exuberant as the market got really frothy."" Coinbase COO Emilie Choi talks to @emilychangtv about layoffs, volatility, and weathering the crypto winter  https://t.co/2z8dlva92Y  https://t.co/94n9KNdBXR",bloomberg,0,0,0,0,"[    0   113   170   300    10   410   350  1931 17968   927    25     5
   210   300   269 21016 23875    72 32544   230  9332 22134   324 23243
  1431     7   787   991  5846   611  1097 18724    59 22788     6  4975
     6     8  1650   154     5 21416  2608  1437  1205   640    90     4
   876    73   176   329   398   417 25091   102  6617   975  1437  1205
   640    90     4   876    73  6405   282   466 29875 45189  1000   500
     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
"On our latest podcast: @emilychangtv breaks down Coinbase's earnings results missing estimates, just days after they announced their partnership with BlackRock. Plus, why Micron is warning of a decline in sales through the rest of the year  https://t.co/q9TPaDqRh5",bloomberg,0,0,0,0,"[    0  4148    84   665  8591    35   787   991  5846   611  1097 18724
  6383   159 32544    18  1107   775  1716  2785     6    95   360    71
    51   585    49  3088    19  1378 10448     4  4642     6   596  8900
  2839    16  2892     9    10  2991    11   647   149     5  1079     9
     5    76  1437  1205   640    90     4   876    73  1343   466 15993
   102   495  1343 38067   245     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
New Power On: @markgurman explains why Apple is delaying iPadOS 16  https://t.co/3GoEsJvX8F  https://t.co/nvcBh1zjdE,bloomberg,1,0,0,0,"[    0  4030  3029   374    35   787  6920 23495   397  4529   596  1257
    16 20053  9481  3196   545  1437  1205   640    90     4   876    73
   246 11478 15286   863   705  1000   398   597  1437  1205   640    90
     4   876    73   282 36940   387   298   134   329   267   417   717
     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1]",1
Coinbase posted a $1.1 billion loss and lower-than-expected revenue as the largest US cryptocurrency exchange was battered by tumbling digital-asset prices  https://t.co/6d36MLTKJY,bloomberg,0,0,0,0,"[    0 17339 11070  1278    10    68   134     4   134   325   872     8
   795    12  5652    12 10162   903    25     5  1154   382 11196  2081
    21 18432    30   326 16250  1778    12  2401   594   850  1437  1205
   640    90     4   876    73   401   417  3367 10537   565   530   863
   975     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1]",0
"Nextdoor Holdings gave a sales outlook that missed analysts’ estimates, saying business conditions are worse than it previously expected  https://t.co/TQxoHaAYGq",bloomberg,0,0,0,0,"[    0 19192 11219  4357   851    10   647  3839    14  2039  1066    17
    27  2785     6   584   265  1274    32  3007    87    24  1433   421
  1437  1205   640    90     4   876    73   565  1864  1178   139 24017
  2547   534  1343     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1]",0
"Circle, issuer of the stablecoin USDC, said it won’t support any offshoots of Ethereum when the blockchain network undergoes a major software update expected to be completed as soon as next month  https://t.co/BOVeyapFBh",bloomberg,0,0,0,0,"[    0 43412   459     6 17367     9     5  4375 16973   382  5949     6
    26    24   351    17    27    90   323   143   160  1193 22747     9
 18353    77     5 10607  1546 10946   293    10   538  2257  2935   421
     7    28  2121    25  1010    25   220   353  1437  1205   640    90
     4   876    73  7997   846  2981  1115 22687   298     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",1
"Roblox reported bookings that missed analysts’ estimates, becoming the latest gaming company to deliver disappointing results  https://t.co/GsR3HTMov6",bloomberg,0,0,0,0,"[    0 18776   462  4325   431  1040  1033    14  2039  1066    17    27
  2785     6  1959     5   665  6548   138     7  2438  6770   775  1437
  1205   640    90     4   876    73 28393   500   246 14469   448  1417
   401     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1]",0
Semiconductor stocks tumbled after Micron became the latest chipmaker to sound the alarm over a slowdown in demand  https://t.co/TLPGhXyUFo,bloomberg,0,0,0,0,"[    0   104 14414 13017  1815   326 10434    71  8900  2839  1059     5
   665  6638  5406     7  2369     5  8054    81    10  9831    11  1077
  1437  1205   640    90     4   876    73 22290  8332   298  1000   219
 29457   139     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1]",0
A former Twitter employee was convicted of spying for Saudi Arabia by turning over personal information of platform users who’d used anonymous handles to criticize the Kingdom  https://t.co/qKoSKF17Bh,bloomberg,0,0,0,0,"[    0   250   320   599  3200    21  3828     9 24114    13  2030  3466
    30  3408    81  1081   335     9  1761  1434    54    17    27   417
   341  8466 14617     7 21500     5  5752  1437  1205   640    90     4
   876    73  1343 42362 17342   597  1360   387   298     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1]",0
"The proposed minimum tax on corporations and fees for methane emissions, both of which are in the bill passed by the US Senate this week, could make life impossible for many small US oil and gas producers, Pioneer's CEO says  https://t.co/rP8HMXqiJo",bloomberg,0,0,0,0,"[    0   133  1850  3527   629    15  9053     8  3154    13 25139  5035
     6   258     9    61    32    11     5  1087  1595    30     5   382
  1112    42   186     6   115   146   301  4703    13   171   650   382
   681     8  1123  4426     6 16999    18  1324   161  1437  1205   640
    90     4   876    73   338   510   398 35441  1000 26017 19842     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",0
"The stifling heat smothering New York is set to peak, straining the city's aging power grid as sweltering residents crank up air conditioners  https://t.co/cYQosnGEAU",bloomberg,0,0,0,0,"[    0   133  1690 31542  2859  5278  7443   154   188   469    16   278
     7  4996     6  7031  8173     5   343    18 10662   476  7961    25
  3514   523 14322  1196 30952    62   935  1881   268  1437  1205   640
    90     4   876    73   438   975  1864   366   282  8800 22983     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1]",0
A US agency dealing with national security says Far East Cable violated American export-control rules by signing contracts with Chinese networking giant ZTE and Iranian businesses to sell US-origin equipment to Iran  https://t.co/42nVECKTe4,bloomberg,0,0,0,0,"[    0   250   382  1218  4098    19   632   573   161  4256   953 14433
  8245   470  5376    12 17665  1492    30  3442  3749    19  1111 11745
  3065   525  6433     8  5051  1252     7  1331   382    12 43211  2104
     7  1603  1437  1205   640    90     4   876    73  3714   282   846
 30438 16215   306     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",0
Communication software company Avaya is conducting an internal probe of its third-quarter results after riling lenders by slashing its earning projections soon after borrowing $600 million  https://t.co/POrqE4eeJ4,bloomberg,0,0,0,0,"[    0 38644 14086  2257   138  5080  5210    16  7909    41  3425  4513
     9    63   371    12  4409   775    71   910  7022  8379    30 24682
    63  7074  8979  1010    71  9134    68  4697   153  1437  1205   640
    90     4   876    73   510 11094  1343   717   306  1942   863   306
     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1]",0
"Online prices in the US declined from a year earlier in July for the first time since 2020, as pandemic-era demand for consumer goods cools off  https://t.co/dLPUXUme6A",bloomberg,0,0,0,0,"[    0 19449   850    11     5   382  1981    31    10    76   656    11
   550    13     5    78    86   187  2760     6    25 23387 14414    12
  3843  1077    13  2267  3057  3035    29   160  1437  1205   640    90
     4   876    73 45921 16821  1000   791  1794   401   250     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1]",0
Micron said fourth-quarter sales may come in at the low end of or below its previous guidance after customers scaled back their own inventories  https://t.co/V0E3uIGoYn,bloomberg,0,0,0,0,"[    0 31371  2839    26   887    12  4409   647   189   283    11    23
     5   614   253     9    50   874    63   986  3824    71   916 20819
   124    49   308 11022  9023  1437  1205   640    90     4   876    73
   846   288   717   246   257  5969   139   975   282     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1]",1
"Widespread adoption of crypto assets in a fully developed metaverse may pose a systemic risk to financial stability, staffers at the Bank of England said  https://t.co/Npj6CevAOc",bloomberg,0,0,0,0,"[    0   771 38327  7206     9 21416  1781    11    10  1950  2226 32820
 15189   189  7277    10 18029   810     7   613  5443     6 13826    23
     5   788     9  1156    26  1437  1205   640    90     4   876    73
   487   642   267   401   347  3623   250   673   438     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1]",0
"Since bottoming in mid-June, Apple's shares have surged 27% — and individual investors are a big reason for the rally  https://t.co/iuN4YP3eL4",bloomberg,1,0,0,0,"[    0 11321 17539  9410    11  1084    12 11983     6  1257    18   327
    33 11157   974   207    93     8  1736   867    32    10   380  1219
    13     5  2669  1437  1205   640    90     4   876    73  9060   487
   306 41603   246   242   574   306     2]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1]",2
